cell_id,ANXA4,C8orf4,CALB1,CAV1,COL17A1,DCDC2,DMBT1,ECM1,EMP1,EPCAM,FABP5,FAM3B,GATA6,GJB6,ID1,IGFBP6,INHBA,KCNJ16,KIRREL,KRT14,KRT15,KRT16,KRT17,KRT19,KRT5,KRT6A,LAMC2,LDHB,LEFTY1,LGALS1,LY6D,MT1X,MT2A,NDFIP2,NR0B2,NR5A2,PDLIM3,PDLIM7,PIGR,PTHLH,RHCG,S100A2,S100A4,S100A7,SFRP5,SLC3A1,SLC4A4,SLPI,SPINK1,SPRR1B,SYT8,TFPI2,VCAM1,t,dataset,sample_type
CELL_0470,1.8997008,1.8626634,0.0,0.0,1.3304254,0.0,0.0,0.0,1.3304254,1.7727976,0.80264527,0.0,1.3304254,0.0,0.80264527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3714008,0.0,0.0,1.1330324,1.3304254,0.0,0.0,0.0,0.0,1.1330324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5695173,0.0,0.0,0.80264527,0.80264527,1.8207816,0.80264527,0.0,1.4670136,0.0,0.0,0.39822176,GSE155698,tumor
CELL_0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.265336,0.0,0.0,0.0,0.0,1.2196712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1486702,0.0,0.0,1.2196712,0.0,0.0,1.2196712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4028254,0.0,0.0,0.0,0.0,0.44952035,GSE155698,tumor
CELL_0472,1.9897609,2.3224468,0.0,0.0,1.1108387,0.0,0.0,0.0,1.6397796,2.6912675,0.0,2.0390563,1.6397796,0.0,1.6397796,0.0,0.0,1.4512619,0.0,0.0,0.0,0.0,0.0,2.289253,0.0,0.0,1.6397796,0.0,0.0,0.0,0.0,0.0,1.1108387,1.1108387,1.4512619,1.1108387,0.0,0.0,2.510857,0.0,0.0,0.0,0.0,0.0,1.1108387,1.9897609,1.4512619,0.0,2.4006867,0.0,0.0,0.0,0.0,0.3806356,GSE155698,tumor
CELL_0473,1.1232893,1.2502339,0.0,0.4067514,0.0,0.0,0.0,0.0,0.8168428,1.3866724,0.0,0.6491508,0.6491508,0.0,0.0,0.4067514,0.0,0.0,0.0,0.0,0.4067514,0.0,0.0,1.2502339,0.0,0.0,1.4229366,0.0,0.0,0.9426331,0.0,0.0,1.3013121,0.8168428,0.0,0.0,0.0,0.4067514,0.8168428,0.0,0.0,0.0,1.0419754,0.0,0.0,0.0,0.0,0.4067514,1.8593053,0.0,0.6491508,0.0,0.8168428,0.367217,GSE155698,tumor
CELL_0474,1.418299,0.0,0.0,0.5258223,0.80158997,0.5258223,0.0,0.0,0.5258223,1.9351008,0.0,1.2936184,0.5258223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9888257,0.0,0.0,0.80158997,0.0,0.0,1.7767637,0.0,0.0,0.981456,0.80158997,0.5258223,0.0,0.0,0.5258223,0.0,0.0,0.0,0.0,0.5258223,0.0,0.0,0.0,0.5258223,1.1118252,2.2497234,0.0,0.5258223,0.0,0.0,0.3778481,GSE155698,tumor
CELL_0475,0.0,0.0,0.0,3.2219224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2219224,0.0,0.0,3.5142176,0.0,0.0,0.0,0.0,0.0,3.2219224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2219224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50035495,GSE155698,tumor
CELL_0476,1.4628379,1.4628379,0.0,0.0,1.4628379,0.0,0.0,0.0,0.0,1.8352028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5607696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4628379,0.0,1.4628379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4628379,0.0,0.0,0.0,0.0,2.750206,2.7905684,0.0,1.4628379,0.0,0.0,0.42054194,GSE155698,tumor
CELL_0477,3.2095196,2.7374954,0.0,0.0,0.0,0.0,2.9639645,0.0,0.0,2.7374954,0.0,2.7374954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0792055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7374954,0.0,0.0,0.40032467,GSE155698,tumor
CELL_0478,2.7923906,0.0,0.0,0.0,0.0,0.0,2.2820776,0.0,0.0,0.0,0.0,2.2820776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2820776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2820776,0.0,0.0,0.0,0.0,0.0,2.5601137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2820776,0.0,0.0,0.0,0.0,0.0,0.0,0.41358986,GSE155698,tumor
CELL_0479,1.7276903,1.1614376,0.0,0.0,1.573665,0.0,0.0,0.307929,1.1071742,1.9180791,2.013978,1.2532357,1.0455816,0.0,0.7929087,0.0,0.0,0.0,0.0,0.0,0.307929,0.0,0.0,2.2157238,0.0,0.0,0.307929,0.0,0.0,0.0,0.0,0.307929,0.307929,1.2532357,0.7929087,0.5165897,0.0,0.307929,0.0,0.0,0.0,0.5165897,1.0455816,0.0,0.0,0.67143667,0.9747288,1.666493,1.1614376,0.0,0.307929,0.0,0.0,0.3959824,GSE155698,tumor
CELL_0480,3.1065784,3.1065784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5314724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1065784,0.0,0.0,0.0,0.0,0.0,0.378364,GSE155698,tumor
CELL_0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.607476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9728315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8852975,0.0,0.0,0.0,0.0,2.8233109,0.0,0.0,0.0,0.0,0.0,0.40381396,GSE155698,tumor
CELL_0482,1.6832958,1.4530717,0.0,0.0,0.0,0.0,0.0,0.0,1.4530717,1.7655917,0.0,0.51132214,0.0,0.0,1.7470291,0.51132214,0.0,0.0,0.0,0.0,0.0,0.0,1.0944061,2.3463604,0.0,0.0,1.2772357,0.0,0.0,1.0944061,1.4970791,0.51132214,0.51132214,1.0944061,0.0,0.0,0.0,1.1955683,0.0,0.0,0.0,1.7470291,1.4970791,0.0,0.0,0.0,0.0,1.9156955,0.0,0.0,1.5713346,0.0,0.7843215,0.5198292,GSE155698,tumor
CELL_0483,2.1854959,0.0,0.0,0.69366753,1.4402432,0.0,0.0,0.69366753,1.3371664,1.3371664,0.69366753,0.0,1.3371664,0.0,0.69366753,1.2011176,0.0,0.0,0.0,0.0,0.0,0.0,0.69366753,2.0137327,0.0,0.0,0.0,1.3371664,0.0,0.69366753,0.0,1.2011176,1.4402432,1.5222282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.445048,0.0,0.0,0.0,0.69366753,1.9401242,0.0,0.0,1.4402432,0.0,0.0,0.8308432,GSE155698,tumor
CELL_0484,1.2210612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5523623,0.0,0.0,0.8841768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841768,0.0,0.0,1.9375552,0.0,0.0,1.2210612,0.0,0.0,1.2210612,0.0,1.7962817,2.1959739,0.0,0.0,0.0,0.0,0.8841768,0.0,0.0,0.0,0.8841768,0.0,0.0,0.0,0.0,0.0,1.2210612,2.3141656,0.0,0.8841768,0.0,0.0,0.42308238,GSE155698,tumor
CELL_0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7703881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9847217,0.0,0.0,2.7703881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7703881,0.0,0.0,0.0,0.0,0.0,0.49802655,GSE155698,tumor
CELL_0486,1.3248277,0.0,0.0,0.0,1.3248277,0.0,0.0,0.0,0.0,2.1260428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3899264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4450955,0.0,0.0,0.0,0.0,0.0,2.1694274,0.0,1.3248277,0.0,0.0,0.44633508,GSE155698,tumor
CELL_0487,2.1734223,0.0,0.0,0.0,0.0,0.0,1.6317174,0.0,0.0,1.7649323,0.0,1.0805953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.320809,0.0,0.0,0.0,0.0,0.0,1.0805953,0.0,1.6317174,1.4334955,0.0,0.0,0.0,0.0,0.0,1.9401497,0.0,0.0,0.0,1.4334955,0.0,0.0,1.0805953,1.6317174,1.9401497,2.4813693,0.0,1.6317174,0.0,1.4334955,0.38935775,GSE155698,tumor
CELL_0488,2.2422342,0.26023763,0.0,0.26023763,0.0,1.4585273,0.0,0.0,0.0,1.6450301,1.2475773,1.0512979,0.5862966,0.0,0.0,0.5862966,0.0,1.1796318,0.0,0.0,0.0,0.0,0.0,1.4402487,0.0,0.0,0.26023763,0.26023763,1.4924443,1.7933657,0.0,0.9391576,1.4209776,0.87119085,0.87119085,0.699146,0.699146,0.44514322,1.7167692,0.0,0.0,0.0,1.8167603,0.0,1.215017,1.3790438,2.0323174,1.7167692,1.1409607,0.0,0.26023763,1.6830274,1.0512979,0.1245323,GSE155698,tumor
CELL_0489,1.4338552,1.4338552,0.0,0.0,0.89219445,0.0,0.0,0.0,1.6728728,2.0610979,0.0,0.0,1.2339456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1554356,0.0,0.0,1.2339456,0.0,0.0,0.0,0.0,1.2339456,0.0,0.89219445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4338552,0.89219445,0.0,0.0,0.0,0.89219445,2.1346536,1.8741443,0.0,0.0,0.0,0.0,0.40404385,GSE155698,tumor
CELL_0490,2.2063982,0.0,0.0,1.7433829,0.0,0.0,0.0,1.218788,0.0,1.218788,0.0,0.0,1.218788,0.0,1.218788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2376559,0.0,0.0,1.218788,0.0,0.0,0.0,0.0,1.218788,1.218788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.757673,0.0,0.0,0.0,1.218788,2.1709826,0.0,0.0,1.218788,0.0,0.0,0.8170237,GSE155698,tumor
CELL_0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.213768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4117577,0.0,0.0,0.0,3.213768,0.0,3.213768,0.0,0.0,3.5133076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.213768,0.0,0.0,0.0,0.0,0.37374738,GSE155698,tumor
CELL_0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2170928,3.2170928,0.0,0.0,0.0,0.0,3.2170928,0.0,0.0,3.2170928,0.0,0.0,0.0,0.0,3.5152094,0.0,0.0,0.0,0.0,0.0,3.58163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2170928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52691025,GSE155698,tumor
CELL_0493,3.097237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3023846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.097237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.097237,0.0,0.0,0.0,0.0,0.0,0.38057423,GSE155698,tumor
CELL_0494,3.3576236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3576236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.147663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.147663,0.0,0.0,3.147663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38606483,GSE155698,tumor
CELL_0495,1.8450962,1.7746949,0.0,0.0,1.3800662,0.0,0.0,0.0,1.5625057,2.112639,0.0,0.0,0.0,0.0,1.3800662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333788,0.0,0.0,2.0273027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0518422,0.0,0.0,0.0,1.5625057,0.0,0.0,0.0,0.0,2.2113202,2.1764815,1.3800662,1.0518422,0.0,0.0,0.49481317,GSE155698,tumor
CELL_0496,2.3057542,1.6345288,0.0,1.3033586,0.0,1.6682789,0.0,0.0,0.0,1.9869556,0.0,1.0719826,0.8880112,0.0,0.0,0.59728295,0.0,1.0719826,0.0,0.0,0.0,0.0,0.0,1.3835478,0.0,0.0,0.0,0.0,2.1260169,0.59728295,0.0,1.2031317,2.0880394,0.59728295,0.0,0.8880112,1.7265762,0.0,0.59728295,0.0,0.0,0.0,0.0,0.0,1.8541105,1.3835478,2.0880394,0.8880112,0.8880112,0.0,0.59728295,1.0719826,0.59728295,0.11483116,GSE155698,adjacent_normal
CELL_0497,1.4680943,1.9345173,0.0,0.0,1.5649457,0.0,0.0,1.1494926,0.0,2.1197023,0.0,0.0,0.82759184,0.0,1.1494926,1.9345173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15633,0.0,0.0,1.6412897,0.0,0.0,0.82759184,0.0,0.82759184,0.0,0.82759184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2560601,2.004831,0.82759184,0.0,0.0,0.0,0.43372208,GSE155698,tumor
CELL_0498,2.1071446,1.0040463,0.0,1.3339916,1.0040463,0.0,0.0,0.0,0.0,1.5194649,1.0040463,0.0,1.0040463,0.0,1.0040463,1.3339916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7364342,0.0,0.0,0.0,1.0040463,0.0,1.0040463,0.0,1.0040463,1.0040463,0.0,0.0,0.0,0.0,1.0040463,2.1489422,0.0,0.0,0.0,2.1489422,0.0,0.0,0.0,0.0,2.0281835,0.0,0.0,1.6442403,0.0,0.0,0.82596934,GSE155698,tumor
CELL_0499,0.0,0.0,0.0,2.2572083,0.0,0.0,0.0,2.2572083,2.2572083,2.2572083,2.2572083,0.0,0.0,0.0,2.5172017,2.2572083,0.0,0.0,0.0,0.0,0.0,2.5172017,0.0,2.7976446,0.0,0.0,2.2572083,0.0,0.0,2.8859918,0.0,2.2572083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60746056,GSE155698,tumor
CELL_0500,1.5761884,0.0,0.0,1.0534742,0.0,0.0,0.0,0.0,0.0,1.5761884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0534742,0.0,0.0,1.9257681,0.0,0.0,1.0534742,0.0,0.0,0.0,0.0,1.0534742,1.7017668,0.0,0.0,0.0,0.0,1.3889252,1.0534742,0.0,0.0,0.0,0.0,1.0534742,0.0,0.0,0.0,1.0534742,2.6397595,0.0,0.0,0.0,0.0,0.39890358,GSE155698,tumor
CELL_0501,3.4679983,0.0,0.0,0.0,0.0,0.0,3.275888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275888,0.0,0.0,0.0,0.0,0.3833995,GSE155698,tumor
CELL_0502,2.4033036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9586334,2.1177585,0.0,1.9586334,0.0,0.0,1.6511242,0.0,0.0,0.0,0.0,0.0,0.0,2.1177585,0.0,2.4431155,0.0,0.0,2.556504,0.0,0.0,0.0,0.0,1.9586334,1.9586334,0.0,0.0,0.0,0.0,0.0,1.6511242,0.0,0.0,0.0,1.6511242,0.0,0.0,0.0,0.0,1.6511242,0.0,0.0,1.6511242,0.0,0.0,0.3745488,GSE155698,tumor
CELL_0503,1.3135785,0.0,0.0,1.540796,2.003665,0.0,0.0,1.2292017,0.80496913,1.4953103,1.2292017,0.0,0.5241746,0.0,1.3837892,1.2292017,0.0,0.0,0.0,0.0,0.0,1.6504016,0.5241746,2.402632,0.0,0.0,2.1528654,0.80496913,0.0,2.340513,0.0,0.5241746,1.2292017,0.0,0.0,0.0,0.0,1.898986,0.0,0.0,0.0,1.4435451,1.2292017,0.0,0.0,0.0,0.0,1.1247299,0.0,0.0,0.80496913,0.0,0.0,0.69158596,GSE155698,tumor
CELL_0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0687947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.377096,0.0,0.0,0.0,0.0,0.0,3.4455738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0687947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0687947,0.0,0.0,0.0,0.0,0.0,0.48039553,GSE155698,tumor
CELL_0505,2.6418405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.321961,0.0,1.8580532,1.8580532,0.0,1.8580532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8580532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1647565,0.0,0.0,0.0,0.0,0.0,2.4983647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8580532,0.0,0.0,1.8580532,0.0,0.0,0.38961878,GSE155698,tumor
CELL_0506,2.470653,1.6214315,0.0,0.9835623,0.0,2.0348668,0.0,0.0,0.0,2.0610847,0.0,0.9835623,0.0,0.0,0.0,0.9835623,0.0,0.9835623,0.0,0.0,0.0,0.0,0.0,1.4967339,0.0,0.0,0.0,0.0,0.9835623,0.0,0.0,1.4967339,1.9732456,1.311664,0.9835623,1.4967339,0.0,0.0,2.1626642,0.0,0.0,0.0,0.0,0.0,1.936401,1.4967339,2.4358711,2.1067257,0.9835623,0.0,0.0,1.7136487,1.4967339,0.12557784,GSE155698,tumor
CELL_0507,1.3618131,0.0,0.0,1.9497706,2.0051682,0.0,0.0,0.0,0.83646905,1.6751425,1.7398283,0.0,0.0,0.0,0.0,1.59609,0.0,0.0,0.83646905,0.0,0.0,0.83646905,0.0,2.4997287,0.0,0.0,1.9175987,0.0,0.0,2.4587905,0.0,1.1668967,1.59609,0.83646905,0.0,0.0,0.0,1.3618131,0.0,0.0,0.0,1.9497706,1.1668967,0.0,0.0,0.0,0.0,1.3618131,0.0,0.0,1.59609,0.0,0.0,0.6330373,GSE155698,tumor
CELL_0508,0.0,0.0,0.0,0.0,1.5950357,0.0,0.0,0.0,0.0,1.5950357,1.5950357,0.0,0.0,0.0,1.5950357,0.0,0.0,1.5950357,0.0,0.0,0.0,0.0,0.0,2.2705011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2705011,0.0,0.0,0.0,0.0,0.0,2.0823336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.490486,2.7108285,0.0,0.0,0.0,0.0,0.39449653,GSE155698,tumor
CELL_0509,1.8312087,0.0,0.0,1.42104,0.0,0.0,0.0,0.0,1.1031032,1.6579955,0.37912065,1.1750394,0.37912065,0.0,1.42104,0.0,0.0,0.0,0.37912065,0.0,0.0,0.37912065,0.37912065,2.4015515,0.0,0.0,1.382256,0.0,0.0,0.0,0.0,0.0,1.5712773,1.2370294,0.0,0.0,0.0,1.2912581,0.6169296,0.0,0.0,0.0,2.0825799,0.0,0.0,0.0,0.0,2.4331412,0.0,0.0,2.1371038,0.0,0.0,0.5412958,GSE155698,tumor
CELL_0510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8169158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2729359,0.0,0.0,0.0,0.0,0.38335088,GSE155698,tumor
CELL_0511,1.1636384,0.0,0.0,1.7765586,1.4855695,0.0,0.0,0.0,1.1636384,1.4855695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7765586,2.2572844,1.1636384,2.4622808,0.0,0.0,1.6604931,0.0,0.0,1.9821733,0.0,1.7765586,0.0,1.4855695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1636384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205496,GSE155698,tumor
CELL_0512,1.2902846,0.73523474,0.0,0.0,0.0,0.0,1.4103017,0.0,0.86243075,1.8095875,1.2412416,0.57098097,0.0,0.0,0.9651115,0.0,0.0,0.0,0.0,0.0,0.345193,0.0,1.4435174,2.536593,0.345193,0.345193,0.345193,0.0,0.0,0.0,1.637825,0.345193,0.9651115,0.0,0.0,0.0,0.0,0.345193,2.109138,0.0,0.0,1.1231484,0.345193,1.941503,0.0,0.0,0.57098097,1.9194905,0.0,0.0,0.345193,0.0,0.0,0.36678267,GSE155698,tumor
CELL_0513,1.2659376,0.0,0.0,1.2659376,0.7526395,0.0,0.0,0.0,0.0,2.0247748,0.0,0.7526395,1.5014325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.891285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7026718,1.2659376,0.0,0.0,0.0,1.5014325,0.7526395,0.0,0.0,1.5815408,1.2659376,0.0,0.0,0.0,0.0,1.5815408,2.3543496,0.0,0.0,0.0,0.0,0.44795775,GSE155698,tumor
CELL_0514,0.0,2.1948826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7429893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8950894,0.0,0.0,2.5924408,0.0,0.0,0.0,0.0,0.0,2.1948826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1948826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1948826,0.0,0.0,0.3904466,GSE155698,tumor
CELL_0515,1.7908292,0.0,0.0,0.8874948,0.0,0.8874948,0.0,0.0,0.8874948,1.7270906,0.8874948,0.0,0.0,0.0,0.8874948,0.0,0.0,0.0,0.0,0.0,0.8874948,0.0,0.8874948,2.1360915,0.0,0.0,0.8874948,1.2220882,0.0,0.0,0.0,0.8874948,1.5499231,1.7270906,0.0,0.0,0.0,0.8874948,1.7270906,0.0,0.0,0.8874948,2.1173327,0.0,0.0,0.8874948,0.0,1.4168454,0.8874948,0.0,1.6490747,0.0,0.0,0.8635665,GSE155698,tumor
CELL_0516,2.3176389,0.0,0.0,0.0,1.916264,0.0,0.0,0.0,1.6065254,1.916264,0.0,0.0,0.0,0.0,2.440511,0.0,0.0,0.0,0.0,0.0,0.0,1.6065254,0.0,2.1819005,0.0,0.0,1.6065254,0.0,0.0,0.0,0.0,0.0,0.0,1.6065254,0.0,0.0,0.0,1.6065254,1.916264,0.0,0.0,0.0,2.953995,0.0,0.0,0.0,0.0,2.5957558,0.0,0.0,2.3176389,0.0,0.0,0.83382845,GSE155698,tumor
CELL_0517,1.6945888,0.6190688,0.0,1.0993853,0.0,0.0,0.0,0.0,1.2308775,1.6610419,0.0,1.2308775,0.0,0.0,1.0993853,1.2308775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.245746,0.0,0.0,0.6190688,0.6190688,0.0,0.6190688,1.4111482,1.3311024,1.2308775,1.0993853,0.0,0.0,0.0,1.3311024,0.6190688,0.0,0.0,0.0,2.2702217,0.0,0.0,0.0,0.0,1.861562,0.0,0.0,1.9658703,0.0,0.0,0.51585895,GSE155698,tumor
CELL_0518,1.4423349,0.0,0.0,0.66150755,0.66150755,0.66150755,0.0,0.0,1.2685195,1.7421563,0.95835227,0.0,0.95835227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1100867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66150755,0.66150755,0.0,0.0,0.0,0.0,0.0,1.3653445,0.0,0.66150755,0.0,0.0,0.37692744,GSE155698,tumor
CELL_0519,2.0989964,1.0134622,0.0,0.0,0.0,0.0,2.333526,0.0,1.0134622,1.7726955,0.0,1.5222433,0.7007555,0.0,0.7007555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6931063,0.0,0.0,1.0134622,0.0,0.0,0.0,0.0,1.0134622,1.0134622,0.7007555,0.7007555,0.0,0.0,0.0,2.3703268,0.0,0.0,0.0,0.0,0.0,0.0,0.7007555,0.7007555,2.1582193,2.742299,0.0,0.7007555,0.0,0.0,0.36994737,GSE155698,tumor
CELL_0520,1.9970844,0.0,0.0,0.8889048,0.0,0.0,0.0,0.0,0.0,1.9054346,0.5956281,1.5171533,0.8889048,0.0,1.2086437,0.8889048,0.0,0.0,0.0,0.0,0.0,0.0,0.5956281,2.229071,0.0,0.0,0.8889048,0.0,0.0,0.0,0.0,0.5956281,1.6098948,1.566579,0.0,0.0,0.0,0.8889048,0.0,0.0,0.0,0.0,1.566579,0.0,0.0,0.0,0.5956281,2.2636938,0.0,0.0,2.028329,0.0,0.0,0.5121946,GSE155698,tumor
CELL_0521,1.9459306,1.0820354,0.0,0.0,0.7569309,0.0,2.104309,0.0,0.0,1.9712262,0.0,1.0820354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2134776,0.0,0.0,0.7569309,0.0,0.0,1.7253296,0.0,1.0820354,1.27894,0.0,0.7569309,1.0820354,0.0,0.0,2.0548098,0.0,0.0,0.0,0.7569309,0.0,0.0,1.0820354,1.0820354,2.3621213,2.695863,0.0,1.27894,0.0,0.0,0.38293985,GSE155698,tumor
